name,lat,lon,open,close,income,id,amount
Olive Cafe,42.3718,-71.079506,11,9,1,17,10
Taco Bell,42.367622,-71.07621,10,9,1,57,12
CVS,42.367733,-71.07618,9,9,1,240,62
West End House,42.36169,-71.06718,9,9,2,245,76
Au Bon Pain,42.36132,-71.0667,7,9,1,225,14
Au Bon Pain,42.362175,-71.08506,7,9,1,225,14
Starbucks,42.361027,-71.06649,6,9,1,230,12
